filename,filepath,duration_sec,sample_rate_hz,snr_db,silence_ratio,overlap_ratio,overlap_segments,srmr,f0_mean_hz,f0_sd_hz,f0_min_hz,f0_max_hz,f0_range_hz,f0_range_st,f0_voiced_frac,hnr_db,shimmer_pct,jitter_local_pct,jitter_rap_pct,praat_pause_count,praat_pause_rate_per_min,praat_mean_pause_dur_sec,praat_total_pause_dur_sec,praat_pause_to_speech_ratio,praat_speaking_rate_syl_sec,praat_articulation_rate_syl_sec
237-126133-0014.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0014.flac,6.79,16000,20.69,0.0885,0.0,,15.3165,200.71,51.66,76.93,338.99,262.05,25.67,0.5577,12.64,7.6855,2.0155,0.8529,1,8.837,0.32,0.32,0.0471,4.86,6.992
237-126133-0015.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0015.flac,9.34,16000,38.66,0.2058,0.3333,40000-80000,11.8579,204.03,58.39,80.09,379.73,299.64,26.94,0.4533,11.46,7.3093,1.7825,0.6299,4,25.696,0.519,2.076,0.2223,4.39,6.13
237-126133-0016.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0016.flac,4.25,16000,43.46,0.2766,0.3333,40000-80000,13.4703,268.77,67.3,78.11,390.86,312.74,27.88,0.4834,13.18,5.7099,1.328,0.3915,1,14.118,0.741,0.741,0.1744,3.765,6.135
237-126133-0017.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0017.flac,6.21,16000,46.49,0.2512,0.0,,16.4257,203.15,42.64,136.43,358.3,221.86,16.72,0.4013,9.83,8.1278,1.8752,0.5763,4,38.647,0.4965,1.986,0.3198,4.67,8.056
237-126133-0018.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0018.flac,4.095,16000,37.26,0.2721,0.3333,40000-80000,9.1469,177.72,55.91,127.56,332.34,204.79,16.58,0.3596,8.42,9.938,2.2247,0.7845,2,29.304,0.4875,0.975,0.2381,4.151,6.25
237-126133-0019.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0019.flac,7.12,16000,31.1,0.1688,0.3333,40000-80000,17.7444,203.42,53.73,86.17,364.09,277.91,24.95,0.4866,10.74,8.7665,1.9269,0.5876,3,25.281,0.48,1.44,0.2022,5.056,7.705
237-126133-0020.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0020.flac,2.24,16000,27.78,0.1081,0.3333,40000-80000,13.6786,221.99,59.44,166.75,396.23,229.48,14.98,0.6335,13.42,7.5699,1.961,0.8283,1,26.786,0.304,0.304,0.1357,4.464,5.682
237-126133-0021.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0021.flac,4.365,16000,37.4,0.1931,0.0,,11.2134,207.72,64.91,77.9,471.09,393.19,31.16,0.4781,10.94,9.142,2.1811,0.8574,2,27.491,0.4433,0.8865,0.2031,5.498,7.772
237-126133-0022.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0022.flac,5.04,16000,34.86,0.25,0.3333,40000-80000,18.6714,174.21,25.39,136.28,254.47,118.19,10.81,0.4671,10.86,8.2687,1.8397,0.6674,2,23.81,0.472,0.944,0.1873,4.96,7.697
237-126133-0023.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0023.flac,6.675,16000,23.31,0.1441,0.0,,14.0101,181.09,43.48,78.87,344.79,265.92,25.54,0.4925,9.96,9.3862,2.2891,0.7706,2,17.978,0.4327,0.8655,0.1297,4.944,7.015
237-126133-0024.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0024.flac,9.665,16000,29.41,0.1677,0.0,,13.5582,207.13,54.68,75.23,358.85,283.62,27.05,0.4912,11.24,8.2534,1.8959,0.696,5,31.04,0.4386,2.193,0.2269,4.656,7.748
237-126133-0025.flac,/content/data/LibriSpeech/test-clean/237/126133/237-126133-0025.flac,3.755,16000,32.89,0.168,0.3333,40000-80000,15.91,194.09,50.33,80.49,356.63,276.14,25.77,0.5081,10.84,9.6554,1.8221,0.7083,2,31.957,0.4055,0.811,0.216,4.794,6.356
237-134493-0000.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0000.flac,4.105,16000,32.15,0.125,0.0,,12.9281,204.43,46.89,93.82,329.37,235.55,21.74,0.5037,12.65,7.9834,1.6174,0.6618,2,29.233,0.4365,0.873,0.2127,4.629,6.384
237-134493-0001.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0001.flac,7.38,16000,28.5,0.0976,0.0,,16.915,201.57,33.14,152.35,329.12,176.77,13.33,0.5116,10.91,8.6278,1.5868,0.6433,3,24.39,0.46,1.38,0.187,3.794,5.452
237-134493-0002.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0002.flac,11.395,16000,35.87,0.2216,0.1667,40000-80000,18.0245,200.63,39.08,86.42,471.62,385.19,29.38,0.5299,13.37,8.1031,1.4985,0.6062,5,26.327,0.5862,2.931,0.2572,3.598,5.208
237-134493-0003.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0003.flac,12.765,16000,26.83,0.1271,0.1111,40000-80000,16.1139,191.37,31.29,89.91,285.79,195.88,20.02,0.6159,13.03,8.2868,1.6082,0.7019,4,18.801,0.5673,2.269,0.1778,4.465,5.619
237-134493-0004.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0004.flac,6.825,16000,27.75,0.1057,0.0,,15.1948,215.43,43.6,77.83,298.3,220.46,23.26,0.6554,14.77,6.5791,1.5248,0.6086,2,17.582,0.3245,0.649,0.0951,4.542,5.568
237-134493-0005.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0005.flac,10.945,16000,31.49,0.1676,0.3333,40000-80000;160000-200000,12.2274,203.05,45.67,89.59,330.23,240.64,22.59,0.5463,13.58,7.381,1.6585,0.705,4,21.928,0.4561,1.8245,0.1667,4.751,6.262
237-134493-0006.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0006.flac,4.395,16000,31.03,0.1986,0.0,,13.5238,239.0,67.14,82.08,428.27,346.19,28.6,0.5344,10.75,7.9409,2.3137,0.8939,1,13.652,0.496,0.496,0.1129,4.323,5.549
237-134493-0007.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0007.flac,2.035,16000,28.11,0.1343,0.3333,40000-80000,16.6912,225.71,63.82,86.67,383.19,296.52,25.73,0.51,10.87,8.8171,2.2721,0.9596,1,29.484,0.3375,0.3375,0.1658,4.914,6.793
237-134493-0008.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0008.flac,2.305,16000,38.76,0.1579,0.0,,11.3824,165.66,13.3,148.28,201.69,53.42,5.33,0.3568,10.65,8.6062,1.263,0.5243,2,52.061,0.5205,1.041,0.4516,5.206,9.494
237-134493-0009.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0009.flac,2.975,16000,31.26,0.1515,0.0,,10.9312,200.93,49.56,150.13,369.52,219.39,15.59,0.4558,12.66,6.116,1.6008,0.6891,2,40.336,0.4998,0.9995,0.336,4.034,6.522
237-134493-0010.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0010.flac,2.875,16000,30.13,0.0316,0.3333,40000-80000,13.9421,172.28,33.75,132.13,250.1,117.97,11.05,0.5775,12.31,7.1764,1.7874,0.6096,1,20.87,0.5495,0.5495,0.1911,5.217,6.996
237-134493-0011.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0011.flac,5.035,16000,23.42,0.1018,0.0,,12.0288,228.53,71.17,75.6,479.66,404.06,31.99,0.624,11.43,8.3887,1.9873,0.6786,1,11.917,0.3095,0.3095,0.0615,4.965,5.809
237-134493-0012.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0012.flac,3.66,16000,38.61,0.2377,0.3333,40000-80000,9.6172,242.3,65.09,151.6,427.2,275.59,17.93,0.5592,12.71,8.3254,2.1269,0.8785,1,16.393,0.694,0.694,0.1896,5.464,7.485
237-134493-0013.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0013.flac,4.09,16000,28.92,0.1176,0.0,,19.8245,200.78,34.42,146.5,266.54,120.04,10.36,0.5911,13.89,7.0821,1.4505,0.4738,2,29.34,0.413,0.826,0.202,4.401,5.799
237-134493-0014.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0014.flac,3.7,16000,34.42,0.1626,0.0,,15.4336,213.63,55.93,81.05,360.31,279.26,25.83,0.5204,12.38,7.9861,2.0113,0.7107,1,16.216,0.562,0.562,0.1519,5.405,7.184
237-134493-0015.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0015.flac,6.55,16000,27.86,0.1009,0.0,,14.5976,217.34,61.95,76.93,336.93,260.0,25.57,0.5613,14.25,7.04,1.7496,0.6328,2,18.321,0.403,0.806,0.1231,5.191,6.899
237-134493-0016.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0016.flac,10.085,16000,28.15,0.0982,0.0,,19.6455,190.82,32.48,96.99,318.51,221.53,20.59,0.596,13.31,8.0332,1.6728,0.5935,4,23.798,0.4493,1.797,0.1782,4.462,6.035
237-134493-0017.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0017.flac,9.105,16000,29.44,0.1122,0.3333,40000-80000,16.0208,195.95,40.03,96.2,328.79,232.59,21.28,0.5854,13.27,7.9757,1.6404,0.5987,3,19.769,0.5015,1.5045,0.1652,4.942,6.466
237-134493-0018.flac,/content/data/LibriSpeech/test-clean/237/134493/237-134493-0018.flac,4.79,16000,26.64,0.0943,0.0,,14.2507,186.8,31.19,76.69,280.25,203.57,22.44,0.5903,11.94,8.0352,1.7752,0.7553,2,25.052,0.363,0.726,0.1516,5.637,7.002
237-134500-0000.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0000.flac,6.13,16000,34.56,0.1765,0.0,,12.1346,198.03,47.75,130.82,378.57,247.75,18.4,0.518,12.28,8.2106,1.7328,0.6757,4,39.152,0.4165,1.666,0.2718,4.894,7.296
237-134500-0001.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0001.flac,1.81,16000,36.22,0.1833,0.3333,40000-80000,15.1924,191.63,50.79,146.88,302.77,155.89,12.52,0.4607,14.12,6.6319,1.3243,0.5081,1,33.149,0.545,0.545,0.3011,2.762,5.123
237-134500-0002.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0002.flac,5.07,16000,26.38,0.0828,0.0,,14.7688,191.92,48.58,75.41,303.65,228.25,24.12,0.5476,11.21,9.1935,1.8057,0.6707,2,23.669,0.399,0.798,0.1574,4.931,6.352
237-134500-0003.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0003.flac,3.17,16000,30.06,0.0857,0.0,,14.6928,188.72,29.61,151.81,299.89,148.08,11.79,0.5924,12.1,9.0856,1.6539,0.7425,2,37.855,0.361,0.722,0.2278,5.047,6.536
237-134500-0004.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0004.flac,2.225,16000,36.91,0.2162,0.3333,40000-80000,12.5659,182.52,26.06,153.42,269.97,116.55,9.78,0.4703,9.31,9.0951,2.1044,0.7103,1,26.966,0.5445,0.5445,0.2447,4.944,7.473
237-134500-0005.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0005.flac,2.39,16000,20.41,0.2278,0.3333,40000-80000,12.4301,256.37,41.48,191.45,345.63,154.18,10.23,0.5466,13.34,7.6747,1.8725,0.8341,0,0.0,0.0,0.0,0.0,4.603,6.084
237-134500-0006.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0006.flac,4.225,16000,25.05,0.1286,0.0,,13.3391,264.06,73.32,160.14,446.12,285.98,17.74,0.6014,14.37,7.4945,1.3405,0.5616,0,0.0,0.0,0.0,0.0,4.26,5.542
237-134500-0007.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0007.flac,2.39,16000,19.99,0.1139,0.0,,12.1934,266.87,65.8,163.4,374.49,211.09,14.36,0.7246,14.1,8.3848,1.8369,0.8034,0,0.0,0.0,0.0,0.0,5.439,6.944
237-134500-0008.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0008.flac,3.76,16000,43.08,0.28,0.3333,40000-80000,12.0415,281.97,53.18,148.13,414.95,266.82,17.83,0.4316,13.9,7.503,1.8505,0.7959,2,31.915,0.528,1.056,0.2809,4.521,6.725
237-134500-0009.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0009.flac,2.22,16000,27.21,0.1622,0.3333,40000-80000,13.708,276.9,46.74,183.83,362.66,178.83,11.76,0.516,13.78,8.7992,2.1028,0.8731,0,0.0,0.0,0.0,0.0,5.856,7.812
237-134500-0010.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0010.flac,3.995,16000,26.69,0.1353,0.3333,40000-80000,11.3746,282.14,62.66,184.63,460.14,275.51,15.81,0.5429,12.05,8.8228,2.218,0.9736,1,15.019,0.352,0.352,0.0881,5.006,6.614
237-134500-0011.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0011.flac,3.35,16000,28.66,0.2162,0.3333,40000-80000,11.0199,276.67,74.01,166.18,435.67,269.49,16.69,0.4578,11.99,8.572,1.8595,0.8006,1,17.91,0.323,0.323,0.0964,5.373,7.401
237-134500-0012.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0012.flac,10.935,16000,22.31,0.1099,0.0,,14.9447,207.1,48.44,75.87,355.72,279.85,26.75,0.6257,13.39,8.3228,1.7776,0.807,2,10.974,0.4977,0.9955,0.091,4.847,5.653
237-134500-0013.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0013.flac,10.56,16000,27.89,0.1108,0.0,,14.7943,183.39,43.64,75.07,353.77,278.7,26.84,0.5594,11.27,9.1315,1.795,0.7133,4,22.727,0.488,1.952,0.1848,4.072,5.407
237-134500-0014.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0014.flac,4.25,16000,29.11,0.0355,0.0,,11.2,176.76,40.03,77.57,317.71,240.14,24.41,0.5474,11.63,8.0427,1.6379,0.6537,2,28.235,0.533,1.066,0.2508,4.0,5.339
237-134500-0015.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0015.flac,10.815,16000,25.6,0.1194,0.1667,40000-80000,16.584,206.41,41.8,81.13,341.58,260.46,24.89,0.6002,13.41,7.5889,1.8294,0.7478,3,16.644,0.5543,1.663,0.1538,4.993,6.67
237-134500-0016.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0016.flac,3.16,16000,37.0,0.2,0.3333,40000-80000,11.0231,299.45,81.7,151.59,426.7,275.11,17.92,0.5623,14.3,8.2981,1.608,0.5724,2,37.975,0.474,0.948,0.3,3.797,5.952
237-134500-0017.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0017.flac,2.18,16000,19.87,0.1944,0.3333,40000-80000,12.0472,246.71,74.45,76.51,407.0,330.48,28.93,0.5907,11.57,7.7501,2.0492,0.6933,0,0.0,0.0,0.0,0.0,5.963,7.19
237-134500-0018.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0018.flac,12.845,16000,29.11,0.1706,0.0,,15.9678,193.94,39.1,82.32,329.65,247.33,24.02,0.4949,12.36,8.7223,1.7736,0.6923,8,37.369,0.4428,3.5425,0.2758,4.671,7.426
237-134500-0019.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0019.flac,2.86,16000,35.69,0.2,0.3333,40000-80000,8.4946,177.8,48.69,80.75,315.57,234.82,23.6,0.4134,9.15,9.3582,2.1319,0.9499,2,41.958,0.502,1.004,0.351,4.196,6.466
237-134500-0020.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0020.flac,2.18,16000,39.17,0.4861,0.6667,40000-120000,9.4514,172.63,39.81,137.5,269.42,131.93,11.65,0.2558,7.84,10.9772,2.3183,0.8325,3,82.569,0.46,1.38,0.633,2.294,6.25
237-134500-0021.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0021.flac,5.12,16000,44.75,0.2471,0.3333,40000-80000,9.8236,301.86,80.63,86.09,474.58,388.49,29.55,0.4892,14.24,6.9694,1.5342,0.539,3,35.156,0.4427,1.328,0.2594,5.078,7.629
237-134500-0022.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0022.flac,5.165,16000,35.71,0.1337,0.3333,40000-80000,12.6342,280.18,71.27,112.23,428.92,316.69,23.21,0.6335,14.32,7.8095,1.7927,0.7322,2,23.233,0.4512,0.9025,0.1747,5.421,6.89
237-134500-0023.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0023.flac,3.06,16000,23.94,0.1078,0.0,,17.8647,255.58,60.98,153.72,438.89,285.17,18.16,0.5908,12.25,7.8319,1.8851,0.6247,0,0.0,0.0,0.0,0.0,5.229,6.803
237-134500-0024.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0024.flac,4.41,16000,36.96,0.1973,0.0,,11.7583,170.58,33.79,83.68,254.21,170.54,19.24,0.5411,9.74,9.4764,2.258,0.6361,2,27.211,0.437,0.874,0.1982,5.215,6.813
237-134500-0025.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0025.flac,1.63,16000,38.66,0.3704,0.3333,40000-80000,9.1583,258.77,76.2,155.07,407.14,252.07,16.71,0.4125,11.5,6.9508,2.168,0.5711,1,36.81,0.535,0.535,0.3282,1.84,3.676
237-134500-0026.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0026.flac,3.05,16000,44.91,0.2574,0.3333,40000-80000,10.5839,278.1,70.88,156.05,456.3,300.25,18.58,0.606,13.33,7.1302,1.5307,0.5304,1,19.672,0.549,0.549,0.18,4.59,6.341
237-134500-0027.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0027.flac,3.27,16000,35.2,0.1376,0.0,,9.6005,178.07,53.11,79.92,486.08,406.15,31.25,0.537,12.75,7.3653,1.838,0.8279,2,36.697,0.467,0.934,0.2856,4.281,5.993
237-134500-0028.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0028.flac,4.525,16000,42.02,0.2733,0.3333,40000-80000,12.5879,241.79,66.77,75.97,448.11,372.14,30.72,0.5301,13.75,7.0364,1.8332,0.7941,3,39.78,0.4896,1.4689,0.3246,4.199,6.525
237-134500-0029.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0029.flac,2.065,16000,29.1,0.1912,0.3333,40000-80000,11.5767,178.69,46.77,130.24,462.5,332.26,21.94,0.6108,10.59,9.3753,2.4373,0.9341,0,0.0,0.0,0.0,0.0,5.811,7.979
237-134500-0030.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0030.flac,2.78,16000,45.63,0.2283,0.0,,12.072,236.07,61.24,126.75,384.68,257.93,19.22,0.5564,12.89,8.0844,1.9832,0.7849,1,21.583,0.678,0.678,0.2439,5.396,7.748
237-134500-0031.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0031.flac,10.61,16000,33.77,0.1728,0.0,,12.8811,194.28,48.74,75.51,491.71,416.2,32.44,0.5217,11.34,8.9451,1.9041,0.6997,4,22.62,0.3962,1.585,0.1494,4.901,6.566
237-134500-0032.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0032.flac,5.025,16000,39.89,0.1796,0.0,,11.6108,182.74,46.61,89.27,338.82,249.55,23.09,0.489,11.81,9.297,2.1031,0.8148,1,11.94,0.6725,0.6725,0.1338,4.776,6.438
237-134500-0033.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0033.flac,6.35,16000,39.09,0.237,0.3333,40000-80000,12.4029,254.67,73.51,149.72,407.68,257.96,17.34,0.3908,12.43,7.7276,2.0445,0.7422,4,37.795,0.5475,2.19,0.3449,4.724,7.47
237-134500-0034.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0034.flac,3.075,16000,31.21,0.1275,0.3333,40000-80000,13.3219,167.88,38.43,75.44,259.85,184.41,21.41,0.3586,9.51,8.3513,2.7829,1.2319,3,58.537,0.5077,1.523,0.4953,3.252,6.443
237-134500-0035.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0035.flac,2.555,16000,45.77,0.2824,0.3333,40000-80000,12.8556,224.91,87.5,80.69,430.46,349.78,28.99,0.5397,12.48,8.1056,2.3552,1.0891,1,23.483,0.5495,0.5495,0.2151,5.479,7.743
237-134500-0036.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0036.flac,6.6,16000,38.72,0.2364,0.0,,12.1044,175.05,29.09,78.6,259.82,181.22,20.7,0.5129,12.3,9.4446,1.6549,0.6072,3,27.273,0.5347,1.604,0.243,4.242,6.098
237-134500-0037.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0037.flac,7.105,16000,38.45,0.1949,0.3333,40000-80000,9.4748,294.54,63.26,101.07,448.57,347.49,25.8,0.6379,15.09,6.6619,1.6108,0.6646,3,25.334,0.3682,1.1045,0.1555,5.208,6.664
237-134500-0038.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0038.flac,2.435,16000,21.52,0.1358,0.3333,40000-80000,8.7621,301.67,77.13,97.11,422.97,325.86,25.47,0.5917,13.51,7.6212,1.712,0.6629,1,24.641,0.3375,0.3375,0.1386,6.16,7.945
237-134500-0039.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0039.flac,4.63,16000,31.12,0.1948,0.3333,40000-80000,13.0635,282.38,66.54,159.05,386.05,227.0,15.35,0.5804,14.91,7.2979,1.5998,0.657,1,12.959,0.371,0.371,0.0801,4.752,6.111
237-134500-0040.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0040.flac,4.03,16000,41.16,0.2612,0.3333,40000-80000,12.0005,264.45,62.1,181.43,426.5,245.07,14.8,0.5175,11.77,7.5905,1.7694,0.7055,2,29.777,0.4435,0.887,0.2201,4.715,6.419
237-134500-0041.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0041.flac,8.92,16000,42.9,0.2929,0.3333,40000-80000,14.2896,169.99,25.13,78.28,249.65,171.37,20.08,0.4286,11.95,8.8626,1.9085,0.8128,5,33.632,0.584,2.92,0.3274,3.475,6.151
237-134500-0042.flac,/content/data/LibriSpeech/test-clean/237/134500/237-134500-0042.flac,2.575,16000,45.63,0.2824,0.3333,40000-80000,12.7849,279.13,53.77,186.35,416.76,230.41,13.93,0.5748,17.17,5.7686,1.1934,0.5867,1,23.301,0.7435,0.7435,0.2887,4.272,6.611
260-123286-0000.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0000.flac,7.04,16000,60.88,0.3291,0.3333,40000-80000,4.3195,132.55,48.85,75.3,479.92,404.63,32.07,0.3252,9.06,10.3248,2.9816,1.1319,5,42.614,0.6784,3.392,0.4818,3.267,6.305
260-123286-0001.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0001.flac,3.07,16000,65.71,0.2745,0.0,,6.9898,141.6,44.91,77.35,430.1,352.75,29.7,0.3191,8.76,8.0354,2.8563,1.0004,2,39.088,0.599,1.198,0.3902,4.886,8.013
260-123286-0002.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0002.flac,9.985,16000,48.9,0.1566,0.6667,40000-120000,5.7094,148.21,49.55,75.37,496.39,421.02,32.63,0.4814,10.64,10.6942,2.7701,1.0817,3,18.027,0.571,1.713,0.1716,5.308,7.003
260-123286-0003.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0003.flac,7.37,16000,56.71,0.2571,0.3333,40000-80000,6.8333,151.79,65.07,77.13,484.28,407.15,31.81,0.3338,7.27,11.3512,3.5291,1.4302,4,32.564,0.5465,2.186,0.2966,5.427,7.987
260-123286-0004.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0004.flac,3.465,16000,66.38,0.313,0.0,,7.6523,156.31,39.89,75.93,227.03,151.1,18.96,0.5364,9.96,11.4298,4.1241,1.4611,3,51.948,0.4457,1.337,0.3859,3.463,5.639
260-123286-0005.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0005.flac,4.81,16000,31.08,0.1187,0.3333,40000-80000,6.3296,169.26,89.84,75.11,496.29,421.17,32.69,0.3264,6.05,10.1966,4.1951,1.4404,2,24.948,0.4665,0.933,0.194,5.821,7.743
260-123286-0006.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0006.flac,7.405,16000,30.9,0.0894,0.0,,7.2278,162.57,51.59,75.77,478.95,403.18,31.92,0.5047,9.85,9.1767,3.3273,1.2803,2,16.205,0.4433,0.8865,0.1197,5.267,6.5
260-123286-0007.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0007.flac,4.55,16000,33.95,0.1325,0.0,,5.0776,135.6,26.52,77.56,217.03,139.47,17.81,0.49,9.39,11.0371,3.2474,1.2448,2,26.374,0.403,0.806,0.1771,5.714,7.32
260-123286-0008.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0008.flac,3.735,16000,43.41,0.1532,0.0,,7.5442,171.37,95.7,80.01,487.58,407.58,31.29,0.427,8.92,11.7861,4.012,1.4351,2,32.129,0.3635,0.727,0.1946,4.552,5.87
260-123286-0009.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0009.flac,5.795,16000,35.11,0.1399,0.3333,40000-80000,5.2894,136.65,59.29,85.94,412.46,326.52,27.15,0.3646,6.46,12.5083,3.216,1.2611,2,20.708,0.4015,0.803,0.1386,5.177,6.769
260-123286-0010.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0010.flac,2.575,16000,54.04,0.2941,0.3333,40000-80000,7.5887,153.88,29.01,94.73,204.47,109.74,13.32,0.2283,6.85,9.3014,3.1041,1.1448,2,46.602,0.5355,1.071,0.4159,3.107,6.098
260-123286-0011.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0011.flac,4.255,16000,42.3,0.2128,0.3333,40000-80000,6.1413,145.78,52.46,75.89,491.19,415.3,32.33,0.3815,11.26,10.4214,3.2809,1.2316,3,42.303,0.517,1.551,0.3645,4.465,7.422
260-123286-0012.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0012.flac,2.43,16000,49.46,0.2222,0.0,,7.1613,193.91,74.21,76.78,495.05,418.27,32.27,0.4042,11.75,9.3962,2.504,0.8795,2,49.383,0.447,0.894,0.3679,4.938,7.813
260-123286-0013.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0013.flac,4.73,16000,49.28,0.1656,0.0,,5.7673,161.17,62.51,75.82,441.61,365.79,30.51,0.4723,8.11,10.5938,3.6746,1.6024,2,25.37,0.477,0.954,0.2017,5.708,7.15
260-123286-0014.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0014.flac,2.98,16000,80.52,0.2424,0.3333,40000-80000,6.4499,162.67,90.49,76.78,494.46,417.68,32.24,0.4203,8.2,10.5389,4.5902,1.8713,2,40.268,0.49,0.98,0.3289,3.356,5.0
260-123286-0015.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0015.flac,5.21,16000,61.71,0.2775,0.3333,40000-80000,4.6017,152.96,55.48,76.24,440.56,364.31,30.37,0.4517,10.2,9.6604,3.5087,1.243,4,46.065,0.4905,1.962,0.3766,4.031,6.466
260-123286-0016.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0016.flac,7.0,16000,33.6,0.1245,0.0,,4.8181,133.95,43.8,79.04,444.14,365.1,29.88,0.4763,8.87,9.8962,3.0268,1.2995,2,17.143,0.564,1.128,0.1611,5.857,7.28
260-123286-0017.flac,/content/data/LibriSpeech/test-clean/260/123286/260-123286-0017.flac,3.975,16000,49.18,0.197,0.3333,40000-80000,4.1527,125.94,33.37,77.95,319.35,241.4,24.41,0.4213,7.32,10.0166,3.5023,1.4747,2,30.189,0.4595,0.919,0.2312,6.038,7.853
